sequence_id,sample_id,crop,year,plot,nitrogen_conc,replicate,sample_date,days_after_fertilization,nucleotide,target_region,fertilization,soil_type,project,rownames
4075_C_2018_P34_N300_A_20180530,4075_DNA,C,2018,P34,N300,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4075_DNA
4076_C_2018_P34_N300_B_20180530,4076_DNA,C,2018,P34,N300,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4076_DNA
4077_C_2018_P35_N0_A_20180530,4077_DNA,C,2018,P35,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4077_DNA
4078_C_2018_P35_N0_B_20180530,4078_DNA,C,2018,P35,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4078_DNA
4079_C_2018_P37_N300_A_20180530,4079_DNA,C,2018,P37,N300,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4079_DNA
4080_C_2018_P37_N300_B_20180530,4080_DNA,C,2018,P37,N300,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4080_DNA
4081_C_2018_P39_N0_A_20180530,4081_DNA,C,2018,P39,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4081_DNA
4082_C_2018_P39_N0_B_20180530,4082_DNA,C,2018,P39,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4082_DNA
4083_C_2018_P40_N200_A_20180530,4083_DNA,C,2018,P40,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4083_DNA
4084_C_2018_P40_N200_B_20180530,4084_DNA,C,2018,P40,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4084_DNA
4085_C_2018_P43_N200_A_20180530,4085_DNA,C,2018,P43,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4085_DNA
4086_C_2018_P43_N200_B_20180530,4086_DNA,C,2018,P43,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4086_DNA
4087_C_2018_P44_N0_A_20180530,4087_DNA,C,2018,P44,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4087_DNA
4088_C_2018_P44_N0_B_20180530,4088_DNA,C,2018,P44,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4088_DNA
4089_C_2018_P45_N300_A_20180530,4089_DNA,C,2018,P45,N300,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4089_DNA
4090_C_2018_P45_N300_B_20180530,4090_DNA,C,2018,P45,N300,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4090_DNA
4091_M_2017_P46_N0_A_20180530,4091_DNA,M,2017,P46,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4091_DNA
4092_M_2017_P46_N0_B_20180530,4092_DNA,M,2017,P46,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4092_DNA
4093_M_2017_P48_N400_A_20180530,4093_DNA,M,2017,P48,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4093_DNA
4094_M_2017_P48_N400_B_20180530,4094_DNA,M,2017,P48,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4094_DNA
4095_M_2017_P50_N200_A_20180530,4095_DNA,M,2017,P50,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4095_DNA
4096_M_2017_P50_N200_B_20180530,4096_DNA,M,2017,P50,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4096_DNA
4097_M_2015_P53_N400_A_20180530,4097_DNA,M,2015,P53,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4097_DNA
4098_M_2015_P53_N400_B_20180530,4098_DNA,M,2015,P53,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4098_DNA
4099_M_2015_P54_N200_A_20180530,4099_DNA,M,2015,P54,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4099_DNA
4100_M_2015_P54_N200_B_20180530,4100_DNA,M,2015,P54,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4100_DNA
4101_M_2015_P55_N0_A_20180530,4101_DNA,M,2015,P55,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4101_DNA
4102_M_2015_P55_N0_B_20180530,4102_DNA,M,2015,P55,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4102_DNA
4103_M_2016_P56_N0_A_20180530,4103_DNA,M,2016,P56,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4103_DNA
4104_M_2016_P56_N0_B_20180530,4104_DNA,M,2016,P56,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4104_DNA
4105_M_2016_P58_N400_A_20180530,4105_DNA,M,2016,P58,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4105_DNA
4106_M_2016_P58_N400_B_20180530,4106_DNA,M,2016,P58,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4106_DNA
4107_M_2016_P60_N200_A_20180530,4107_DNA,M,2016,P60,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4107_DNA
4108_M_2016_P60_N200_B_20180530,4108_DNA,M,2016,P60,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4108_DNA
4109_C_2018_P14_N0_BULK_DNA_20180530,4109_DNA,C,2018,P14,N0,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4109_DNA
4110_C_2018_P13_N300_BULK_DNA_20180530,4110_DNA,C,2018,P13,N300,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4110_DNA
4111_C_2018_P12_N200_BULK_DNA_20180530,4111_DNA,C,2018,P12,N200,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4111_DNA
4112_M_2017_P14_N0_BULK_DNA_20180530,4112_DNA,M,2017,P14,N0,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4112_DNA
4113_M_2017_P13_N400_BULK_DNA_20180530,4113_DNA,M,2017,P13,N400,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4113_DNA
4114_M_2017_P12_N200_BULK_DNA_20180530,4114_DNA,M,2017,P12,N200,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4114_DNA
4115_M_2016_P7_N0_BULK_DNA_20180530,4115_DNA,M,2016,P7,N0,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4115_DNA
4116_M_2016_P6_N400_BULK_DNA_20180530,4116_DNA,M,2016,P6,N400,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4116_DNA
4117_M_2016_P9_N200_BULK_DNA_20180530,4117_DNA,M,2016,P9,N200,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4117_DNA
4118_M_2015_P4_N0_BULK_DNA_20180530,4118_DNA,M,2015,P4,N0,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4118_DNA
4119_M_2015_P3_N400_BULK_DNA_20180530,4119_DNA,M,2015,P3,N400,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4119_DNA
4120_M_2015_P5_N200_BULK_DNA_20180530,4120_DNA,M,2015,P5,N200,BULK_DNA,20180530,21,DNA,16S,yes,bulk,LAMPS_2018,4120_DNA
5001_C_2018_P3_N300_A_20180703,5001_DNA,C,2018,P3,N300,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5001_DNA
5002_C_2018_P3_N300_B_20180703,5002_DNA,C,2018,P3,N300,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5002_DNA
5003_C_2018_P4_N0_A_20180703,5003_DNA,C,2018,P4,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5003_DNA
5004_C_2018_P4_N0_B_20180703,5004_DNA,C,2018,P4,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5004_DNA
5005_C_2018_P5_N200_A_20180703,5005_DNA,C,2018,P5,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5005_DNA
5006_C_2018_P5_N200_B_20180703,5006_DNA,C,2018,P5,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5006_DNA
5007_C_2018_P6_N300_A_20180703,5007_DNA,C,2018,P6,N300,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5007_DNA
5008_C_2018_P6_N300_B_20180703,5008_DNA,C,2018,P6,N300,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5008_DNA
5009_C_2018_P7_N0_A_20180703,5009_DNA,C,2018,P7,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5009_DNA
5010_C_2018_P7_N0_B_20180703,5010_DNA,C,2018,P7,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5010_DNA
5011_C_2018_P9_N200_A_20180703,5011_DNA,C,2018,P9,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5011_DNA
5012_C_2018_P9_N200_B_20180703,5012_DNA,C,2018,P9,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5012_DNA
5013_C_2018_P12_N200_A_20180703,5013_DNA,C,2018,P12,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5013_DNA
5014_C_2018_P12_N200_B_20180703,5014_DNA,C,2018,P12,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5014_DNA
5015_C_2018_P13_N300_A_20180703,5015_DNA,C,2018,P13,N300,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5015_DNA
5016_C_2018_P13_N300_B_20180703,5016_DNA,C,2018,P13,N300,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5016_DNA
5017_C_2018_P14_N0_A_20180703,5017_DNA,C,2018,P14,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5017_DNA
5018_C_2018_P14_N0_B_20180703,5018_DNA,C,2018,P14,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5018_DNA
5019_M_2015_P3_N400_A_20180703,5019_DNA,M,2015,P3,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5019_DNA
5020_M_2015_P3_N400_B_20180703,5020_DNA,M,2015,P3,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5020_DNA
5021_M_2015_P4_N0_A_20180703,5021_DNA,M,2015,P4,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5021_DNA
5022_M_2015_P4_N0_B_20180703,5022_DNA,M,2015,P4,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5022_DNA
5023_M_2015_P5_N200_A_20180703,5023_DNA,M,2015,P5,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5023_DNA
5024_M_2015_P5_N200_B_20180703,5024_DNA,M,2015,P5,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5024_DNA
5025_M_2016_P6_N400_A_20180703,5025_DNA,M,2016,P6,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5025_DNA
5026_M_2016_P6_N400_B_20180703,5026_DNA,M,2016,P6,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5026_DNA
5027_M_2016_P7_N0_A_20180703,5027_DNA,M,2016,P7,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5027_DNA
5028_M_2016_P7_N0_B_20180703,5028_DNA,M,2016,P7,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5028_DNA
5029_M_2016_P9_N200_A_20180703,5029_DNA,M,2016,P9,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5029_DNA
5030_M_2016_P9_N200_B_20180703,5030_DNA,M,2016,P9,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5030_DNA
5031_M_2017_P12_N200_A_20180703,5031_DNA,M,2017,P12,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5031_DNA
5032_M_2017_P12_N200_B_20180703,5032_DNA,M,2017,P12,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5032_DNA
5033_M_2017_P13_N400_A_20180703,5033_DNA,M,2017,P13,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5033_DNA
5034_M_2017_P13_N400_B_20180703,5034_DNA,M,2017,P13,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5034_DNA
5035_M_2017_P14_N0_A_20180703,5035_DNA,M,2017,P14,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5035_DNA
5036_M_2017_P14_N0_B_20180703,5036_DNA,M,2017,P14,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5036_DNA
5037_M_2016_P17_N400_A_20180703,5037_DNA,M,2016,P17,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5037_DNA
5038_M_2016_P17_N400_B_20180703,5038_DNA,M,2016,P17,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5038_DNA
5039_M_2016_P18_N200_A_20180703,5039_DNA,M,2016,P18,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5039_DNA
5040_M_2016_P18_N200_B_20180703,5040_DNA,M,2016,P18,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5040_DNA
5041_M_2016_P19_N0_A_20180703,5041_DNA,M,2016,P19,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5041_DNA
5042_M_2016_P19_N0_B_20180703,5042_DNA,M,2016,P19,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5042_DNA
5043_M_2017_P22_N400_A_20180703,5043_DNA,M,2017,P22,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5043_DNA
5044_M_2017_P22_N400_B_20180703,5044_DNA,M,2017,P22,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5044_DNA
5045_M_2017_P24_N0_A_20180703,5045_DNA,M,2017,P24,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5045_DNA
5046_M_2017_P24_N0_B_20180703,5046_DNA,M,2017,P24,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5046_DNA
5047_M_2017_P25_N200_A_20180703,5047_DNA,M,2017,P25,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5047_DNA
5048_M_2017_P25_N200_B_20180703,5048_DNA,M,2017,P25,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5048_DNA
5049_M_2015_P27_N400_A_20180703,5049_DNA,M,2015,P27,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5049_DNA
5050_M_2015_P27_N400_B_20180703,5050_DNA,M,2015,P27,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5050_DNA
5051_M_2015_P28_N0_A_20180703,5051_DNA,M,2015,P28,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5051_DNA
5052_M_2015_P28_N0_B_20180703,5052_DNA,M,2015,P28,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5052_DNA
5053_M_2015_P30_N200_A_20180703,5053_DNA,M,2015,P30,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5053_DNA
5054_M_2015_P30_N200_B_20180703,5054_DNA,M,2015,P30,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5054_DNA
5055_M_2017_P33_N200_A_20180703,5055_DNA,M,2017,P33,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5055_DNA
5056_M_2017_P33_N200_B_20180703,5056_DNA,M,2017,P33,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5056_DNA
5057_M_2017_P34_N400_A_20180703,5057_DNA,M,2017,P34,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5057_DNA
5058_M_2017_P34_N400_B_20180703,5058_DNA,M,2017,P34,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5058_DNA
5059_M_2017_P35_N0_A_20180703,5059_DNA,M,2017,P35,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5059_DNA
5060_M_2017_P35_N0_B_20180703,5060_DNA,M,2017,P35,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5060_DNA
5061_M_2016_P37_N400_A_20180703,5061_DNA,M,2016,P37,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5061_DNA
5062_M_2016_P37_N400_B_20180703,5062_DNA,M,2016,P37,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5062_DNA
5063_M_2016_P39_N0_A_20180703,5063_DNA,M,2016,P39,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5063_DNA
5064_M_2016_P39_N0_B_20180703,5064_DNA,M,2016,P39,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5064_DNA
5065_M_2016_P40_N200_A_20180703,5065_DNA,M,2016,P40,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5065_DNA
5066_M_2016_P40_N200_B_20180703,5066_DNA,M,2016,P40,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5066_DNA
5067_M_2015_P43_N200_A_20180703,5067_DNA,M,2015,P43,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5067_DNA
5068_M_2015_P43_N200_B_20180703,5068_DNA,M,2015,P43,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5068_DNA
5069_M_2015_P44_N0_A_20180703,5069_DNA,M,2015,P44,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5069_DNA
5070_M_2015_P44_N0_B_20180703,5070_DNA,M,2015,P44,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5070_DNA
5071_M_2015_P45_N400_A_20180703,5071_DNA,M,2015,P45,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5071_DNA
5072_M_2015_P45_N400_B_20180703,5072_DNA,M,2015,P45,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5072_DNA
5073_C_2018_P33_N200_A_20180703,5073_DNA,C,2018,P33,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5073_DNA
5074_C_2018_P33_N200_B_20180703,5074_DNA,C,2018,P33,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5074_DNA
5075_C_2018_P34_N300_A_20180703,5075_DNA,C,2018,P34,N300,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5075_DNA
5076_C_2018_P34_N300_B_20180703,5076_DNA,C,2018,P34,N300,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5076_DNA
5077_C_2018_P35_N0_A_20180703,5077_DNA,C,2018,P35,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5077_DNA
5078_C_2018_P35_N0_B_20180703,5078_DNA,C,2018,P35,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5078_DNA
5079_C_2018_P37_N300_A_20180703,5079_DNA,C,2018,P37,N300,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5079_DNA
5080_C_2018_P37_N300_B_20180703,5080_DNA,C,2018,P37,N300,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5080_DNA
5081_C_2018_P39_N0_A_20180703,5081_DNA,C,2018,P39,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5081_DNA
5082_C_2018_P39_N0_B_20180703,5082_DNA,C,2018,P39,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5082_DNA
5083_C_2018_P40_N200_A_20180703,5083_DNA,C,2018,P40,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5083_DNA
5084_C_2018_P40_N200_B_20180703,5084_DNA,C,2018,P40,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5084_DNA
5085_C_2018_P43_N200_A_20180703,5085_DNA,C,2018,P43,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5085_DNA
5086_C_2018_P43_N200_B_20180703,5086_DNA,C,2018,P43,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5086_DNA
5087_C_2018_P44_N0_A_20180703,5087_DNA,C,2018,P44,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5087_DNA
5088_C_2018_P44_N0_B_20180703,5088_DNA,C,2018,P44,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5088_DNA
5089_C_2018_P45_N300_A_20180703,5089_DNA,C,2018,P45,N300,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5089_DNA
5090_C_2018_P45_N300_B_20180703,5090_DNA,C,2018,P45,N300,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5090_DNA
5091_M_2017_P46_N0_A_20180703,5091_DNA,M,2017,P46,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5091_DNA
5092_M_2017_P46_N0_B_20180703,5092_DNA,M,2017,P46,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5092_DNA
5093_M_2017_P48_N400_A_20180703,5093_DNA,M,2017,P48,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5093_DNA
5094_M_2017_P48_N400_B_20180703,5094_DNA,M,2017,P48,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5094_DNA
5095_M_2017_P50_N200_A_20180703,5095_DNA,M,2017,P50,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5095_DNA
5096_M_2017_P50_N200_B_20180703,5096_DNA,M,2017,P50,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5096_DNA
5097_M_2015_P53_N400_A_20180703,5097_DNA,M,2015,P53,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5097_DNA
5098_M_2015_P53_N400_B_20180703,5098_DNA,M,2015,P53,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5098_DNA
5099_M_2015_P54_N200_A_20180703,5099_DNA,M,2015,P54,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5099_DNA
5100_M_2015_P54_N200_B_20180703,5100_DNA,M,2015,P54,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5100_DNA
5101_M_2015_P55_N0_A_20180703,5101_DNA,M,2015,P55,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5101_DNA
5102_M_2015_P55_N0_B_20180703,5102_DNA,M,2015,P55,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5102_DNA
5103_M_2016_P56_N0_A_20180703,5103_DNA,M,2016,P56,N0,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5103_DNA
5104_M_2016_P56_N0_B_20180703,5104_DNA,M,2016,P56,N0,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5104_DNA
5105_M_2016_P58_N400_A_20180703,5105_DNA,M,2016,P58,N400,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5105_DNA
5106_M_2016_P58_N400_B_20180703,5106_DNA,M,2016,P58,N400,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5106_DNA
5107_M_2016_P60_N200_A_20180703,5107_DNA,M,2016,P60,N200,A,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5107_DNA
5108_M_2016_P60_N200_B_20180703,5108_DNA,M,2016,P60,N200,B,20180703,69,DNA,16S,yes,rhizosphere,LAMPS_2018,5108_DNA
5109_C_2018_P14_N0_BULK_DNA_20180703,5109_DNA,C,2018,P14,N0,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5109_DNA
5110_C_2018_P13_N300_BULK_DNA_20180703,5110_DNA,C,2018,P13,N300,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5110_DNA
5111_C_2018_P12_N200_BULK_DNA_20180703,5111_DNA,C,2018,P12,N200,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5111_DNA
5112_M_2017_P14_N0_BULK_DNA_20180703,5112_DNA,M,2017,P14,N0,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5112_DNA
5113_M_2017_P13_N400_BULK_DNA_20180703,5113_DNA,M,2017,P13,N400,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5113_DNA
5114_M_2017_P12_N200_BULK_DNA_20180703,5114_DNA,M,2017,P12,N200,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5114_DNA
5115_M_2016_P7_N0_BULK_DNA_20180703,5115_DNA,M,2016,P7,N0,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5115_DNA
5116_M_2016_P6_N400_BULK_DNA_20180703,5116_DNA,M,2016,P6,N400,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5116_DNA
5117_M_2016_P9_N200_BULK_DNA_20180703,5117_DNA,M,2016,P9,N200,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5117_DNA
5118_M_2015_P4_N0_BULK_DNA_20180703,5118_DNA,M,2015,P4,N0,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5118_DNA
5119_M_2015_P3_N400_BULK_DNA_20180703,5119_DNA,M,2015,P3,N400,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5119_DNA
5120_M_2015_P5_N200_BULK_DNA_20180703,5120_DNA,M,2015,P5,N200,BULK_DNA,20180703,69,DNA,16S,yes,bulk,LAMPS_2018,5120_DNA
re-1093_M_2016_P37_N400_20180425,re-1093_DNA,M,2016,P37,N400,,20180425,-14,DNA,16S,,,LAMPS_2018,re-1093_DNA
re-2003_C_2018_P3_N300_C_20180429,re-2003_DNA,C,2018,P3,N300,C,20180429,-10,DNA,16S,,,LAMPS_2018,re-2003_DNA
re-2023_C_2018_P13_N300_B_20180429,re-2023_DNA,C,2018,P13,N300,B,20180429,-10,DNA,16S,,,LAMPS_2018,re-2023_DNA
re-2058_M_2016_P18_N200_A_20180429,re-2058_DNA,M,2016,P18,N200,A,20180429,-10,DNA,16S,,,LAMPS_2018,re-2058_DNA
re-2093_M_2016_P37_N400_C_20180429,re-2093_DNA,M,2016,P37,N400,C,20180429,-10,DNA,16S,,,LAMPS_2018,re-2093_DNA
re-2115_C_2018_P35_N0_A_20180429,re-2115_DNA,C,2018,P35,N0,A,20180429,-10,DNA,16S,,,LAMPS_2018,re-2115_DNA
re-2119_C_2018_P37_N300_B_20180429,re-2119_DNA,C,2018,P37,N300,B,20180429,-10,DNA,16S,,,LAMPS_2018,re-2119_DNA
